MAJOR|SEMESTER|COURSE_NAME|CREDITS|TYPE|COURSE_PATH|DETAIL_FILLED
农业工程|大二上学期|模拟电子技术|3.0|必修|/majors/shared/courses/analog|no
农业工程|大二上学期|模拟电子技术实验|1.0|必修|/majors/shared/courses/analog-lab|no
农业工程|大二上学期|农业与生物系统工程导论|2.5|必修|/majors/nongyegongcheng/courses/农业与生物系统工程导论|no
农业工程|大二上学期|形势与政策III|0.5|必修|/majors/shared/courses/形势与政策iii|no
农业工程|大二上学期|单片机原理与应用综合实践|1.0|实践教学|/majors/shared/courses/单片机原理与应用综合实践|no
农业工程|大二上学期|机械设计基础课程设计|1.0|实践教学|/majors/nongyegongcheng/courses/机械设计基础课程设计|no
农业工程|大二上学期|单片机原理与应用|2.0|专业方向课|/majors/shared/courses/mcu|no
农业工程|大二上学期|单片机原理与应用实验|1.0|专业方向课|/majors/shared/courses/mcu-lab|no
农业工程|大二下学期|传感器技术|2.5|必修|/majors/shared/courses/sensor|no
农业工程|大二下学期|传感器技术实验|1.0|必修|/majors/shared/courses/sensor-lab|no
农业工程|大二下学期|大学生劳动教育（实践I）|0.5|必修|/majors/shared/courses/大学生劳动教育-实践i-|no
农业工程|大二下学期|毛泽东思想和中国特色社会主义理论体系概论|2.5|必修|/majors/shared/courses/毛泽东思想和中国特色社会主义理论体系概论|no
农业工程|大二下学期|数字电子技术|2.5|必修|/majors/shared/courses/digital|no
农业工程|大二下学期|数字电子技术实验|1.0|必修|/majors/shared/courses/digital-lab|no
农业工程|大二下学期|自动控制原理|3.0|必修|/majors/shared/courses/control|no
农业工程|大二下学期|自动控制原理实验|1.0|必修|/majors/shared/courses/control-lab|no
农业工程|大二下学期|传感器技术教学实习|1.0|实践教学|/majors/nongyegongcheng/courses/传感器技术教学实习|no
农业工程|大二下学期|创新创业实践|2.0|实践教学|/majors/shared/courses/创新创业实践|no
农业工程|大二下学期|思政课社会实践|2.0|实践教学|/majors/shared/courses/思政课社会实践|no
农业工程|大二下学期|自动控制原理综合实践|1.0|实践教学|/majors/shared/courses/自动控制原理综合实践|no
农业工程|大二下学期|电子电路设计与仿真|2.5|专业方向课|/majors/shared/courses/ecds|no
农业工程|大二下学期|电子电路设计与仿真实验|1.0|专业方向课|/majors/shared/courses/ecds-lab|no
农业工程|大二下学期|农业机械设计与计算|3.0|专业方向课|/majors/shared/courses/农业机械设计与计算|no
农业工程|大三上学期|大学生劳动教育（实践II）|0.5|必修|/majors/shared/courses/大学生劳动教育-实践ii-|no
农业工程|大三上学期|大学生心理健康与职业发展IV|0.5|必修|/majors/shared/courses/大学生心理健康与职业发展iv|no
农业工程|大三上学期|电机学|2.0|必修|/majors/shared/courses/motor|no
农业工程|大三上学期|电机学实验|1.0|必修|/majors/shared/courses/motor-lab|no
农业工程|大三上学期|机械制造基础|3.5|必修|/majors/shared/courses/mfg|no
农业工程|大三上学期|机械制造基础实验|1.0|必修|/majors/nongyegongcheng/courses/机械制造基础实验|no
农业工程|大三上学期|汽车拖拉机学|3.5|必修|/majors/shared/courses/tractor|no
农业工程|大三上学期|汽车拖拉机学实验|1.0|必修|/majors/nongyegongcheng/courses/汽车拖拉机学实验|no
农业工程|大三上学期|人工智能|1.0|必修|/majors/shared/courses/ai-intro|no
农业工程|大三上学期|习近平新时代中国特色社会主义思想概论|3.0|必修|/majors/shared/courses/习近平新时代中国特色社会主义思想概论|no
农业工程|大三上学期|机械制造基础教学实习|1.0|实践教学|/majors/shared/courses/机械制造基础教学实习|no
农业工程|大三上学期|汽车与拖拉机学教学实习|1.0|实践教学|/majors/shared/courses/汽车与拖拉机学教学实习|no
农业工程|大三上学期|Python语言及应用|2.0|专业方向课|/majors/shared/courses/python语言及应用|no
农业工程|大三上学期|Python语言及应用实验|1.0|专业方向课|/majors/shared/courses/python语言及应用实验|no
农业工程|大三上学期|机器学习|2.0|专业方向课|/majors/nongyegongcheng/courses/机器学习|no
农业工程|大三上学期|机器学习实验|1.0|专业方向课|/majors/nongyegongcheng/courses/机器学习实验|no
农业工程|大三上学期|工程技术经济学|3.0|必修|/majors/nongyegongcheng/courses/工程技术经济学|no
农业工程|大三下学期|形势与政策V|0.5|必修|/majors/shared/courses/形势与政策v|no
农业工程|大三下学期|机械制造工艺学|3.0|必修|/majors/nongyegongcheng/courses/机械制造工艺学|no
农业工程|大三下学期|机械制造工艺学教学实习|1.0|实践教学|/majors/shared/courses/机械制造工艺学教学实习|no
农业工程|大三下学期|设施农业工程及其装备|3.5|必修|/majors/nongyegongcheng/courses/设施农业工程及其装备|no
农业工程|大三下学期|设施农业工程及其装备教学实习|1.0|实践教学|/majors/nongyegongcheng/courses/设施农业工程及其装备教学实习|no
农业工程|大三下学期|电气控制技术|2.0|专业方向课|/majors/shared/courses/ec|no
农业工程|大三下学期|电气控制技术实验|1.0|专业方向课|/majors/shared/courses/ec-lab|no
农业工程|大三下学期|农业机械化化学|3.0|专业方向课|/majors/nongyegongcheng/courses/农业机械化化学|no
农业工程|大四上学期|生物系统模拟|2.0|专业方向课|/majors/nongyegongcheng/courses/生物系统模拟|no
农业工程|大四上学期|生物系统模拟实验|1.0|专业方向课|/majors/nongyegongcheng/courses/生物系统模拟实验|no
农业工程|大四上学期|试验设计与统计分析（研）|2.0|专业方向课|/majors/shared/courses/试验设计与统计分析-研-|no
农业工程|大四上学期|农业机械化管理|3.0|必修|/majors/nongyegongcheng/courses/农业机械化管理|no
农业工程|大四上学期|形势与政策VII|0.5|必修|/majors/shared/courses/形势与政策vii|no
农业工程|大四上学期|机械系统动力学|3.0|专业方向课|/majors/nongyegongcheng/courses/机械系统动力学|no
农业工程|大四下学期|毕业论文（毕业设计）|6.0|实践教学|/majors/shared/courses/毕业论文-毕业设计-|no
农业工程|大四下学期|毕业实习|4.0|实践教学|/majors/shared/courses/毕业实习|no
